stem,split,clip_name,start,end,text,emotion,score
5178534840353690647,train,clip_00619.mp4,1376.424,1378.062,"Built-in storage, yeah.",neutral,0.98523
5667621234720878718,train,clip_00394.mp4,2048.596,2050.426,I have no voice.,anger,0.450523
5268356779905130326,train,clip_00431.mp4,1331.56,1332.386,"Now, for you...",neutral,0.98835
5662056245595450852,train,clip_00577.mp4,1939.256,1940.273,..And it broke my heart.,sadness,0.988513
5313988659941518150,train,clip_00182.mp4,1672.117,1678.912,"In 1882, he baldly declared, ""God is dead.""",sadness,0.467166
5594507148265583126,train,clip_00401.mp4,1139.375,1140.125,Why not?,neutral,0.927575
5532709869523546466,train,clip_00014.mp4,61.505,63.045,Prepare to be incinerated!,anger,0.688639
5176667818070118410,train,clip_00615.mp4,2786.1,2793.656,"Every turn in the road seemed to reveal yet another extraordinary landscape, and the villages, too, could throw up a surprise.",joy,0.421335
5605402620505085829,train,clip_00128.mp4,437.314,441.954,He is armed with a flashing skin that can dance!,joy,0.463716
5598189652394941886,train,clip_00120.mp4,701.863,706.318,"Here on Falkland Estate, 'I'm joining volunteer Sam Docherty on a squirrel survey.'",joy,0.525474
5681328193337091072,train,clip_00337.mp4,1912.462,1916.072,They've got a special place in my heart.,joy,0.680042
5273536510464108694,train,clip_00553.mp4,2683.649,2684.147,See you!,joy,0.949837
5581552667077172045,train,clip_00282.mp4,1396.952,1399.498,It's really trying to take over.,sadness,0.579689
5205225915444915787,train,clip_00607.mp4,2040.009,2043.619,Giving her something and me and simply being washed out to sea.,sadness,0.86272
5590383978831214824,train,clip_00632.mp4,2733.089,2736.229,"Sadly, Peter passed away very recently.",sadness,0.967577
5167018315046215545,train,clip_00199.mp4,848.12,855.152,"Sadly, for the time being, the public won't be able to enjoy watching the pigs doing what they do best.",sadness,0.832967
5544078218438377108,train,clip_00923.mp4,3137.884,3141.124,It can look a like all that's missing is the kitchen sink.,neutral,0.554088
5691728886141064661,train,clip_00706.mp4,3264.885,3270.695,"So, to friends, to Cairo and to Mrs Clara Pocket!",joy,0.809417
5540866012418651562,train,clip_00009.mp4,32.313,33.391,"Oh, sorry.",sadness,0.716366
5460511898741284558,train,clip_00164.mp4,849.846,855.466,Biologist Keith Skeen is one of the experts who thinks we should leave well alone.,neutral,0.953656
5591887646881516523,train,clip_00588.mp4,1778.179,1780.02,I want a guarantee from you first.,neutral,0.933184
5359203069156701741,train,clip_00701.mp4,2597.247,2598.915,I'm a lucky girl.,joy,0.969102
5577818622510026141,train,clip_00602.mp4,3441.454,3449.994,"There is no question that China's expansion into the world is transforming not just the global economy, but also the balance of world power.",neutral,0.631375
5449807123082955341,train,clip_00847.mp4,3055.928,3060.789,"Do you do the shopping, the cooking, the washing, the ironing, the cleaning?",neutral,0.979272
5387545987872970095,train,clip_00030.mp4,110.157,112.357,These penguins are completely unique.,joy,0.459041
5406034533571089446,train,clip_00285.mp4,1115.387,1117.917,I expected a bit more.,neutral,0.946018
5085344787448740525,train,clip_00172.mp4,732.786,739.699,"These past couple of months have made us grow up a hell of a lot, a hell of a lot.",neutral,0.544764
5509480968366640616,train,clip_00502.mp4,1906.303,1909.913,"I think this was the key, in a way, to her success.",joy,0.607034
5177430604261888244,train,clip_00368.mp4,1650.356,1652.192,"The shapes are fun, aren't they?",joy,0.957116
5428998005703615382,train,clip_00301.mp4,1330.913,1340.193,"This means that almost 2,000 hectares of wetland habitat will be re-wetted, which will help the multitude of wildlife in these areas.",neutral,0.810062
5482770566752826045,train,clip_00639.mp4,2370.076,2371.341,'Because I didn't do it!',anger,0.939093
5665009465926126653,train,clip_00207.mp4,1191.164,1197.634,"And he described Lieutenant Colonel Macdonnell as, ""The bravest man at Waterloo"".",joy,0.705355
5217478167819985703,train,clip_00480.mp4,1392.934,1395.931,I'll come at the end of the day when it's £10 and buy it.,neutral,0.949777
5691410629076695137,train,clip_00537.mp4,1505.242,1510.592,"So what I really want to say, Vince, is that I don't want to be your friend any more.",sadness,0.703208
5249377319424127286,train,clip_00273.mp4,1685.022,1686.775,"Oh, for God's sake!",sadness,0.318196
5691356512476501438,train,clip_00402.mp4,1932.453,1935.783,"Do you not have books in your house, Pip?",neutral,0.660068
5509136941486231818,train,clip_00527.mp4,2370.868,2372.47,What a beautiful combination.,joy,0.964497
5636428176558193976,train,clip_00222.mp4,1848.578,1871.968,"And in Wilde's case, very rapidly, this boxing booth phenomenon, 1900s to 1908, 1909, was going to gravitate towards the growing professionalisation of the sport and the ability of working men like Wilde to become, by 1916, champion of the world, which he remained until 1922, but absolutely straight out of the boxing booth.",neutral,0.933701
5257559232122982230,train,clip_00328.mp4,921.761,924.357,Chris is just filling...skirts.,neutral,0.98602
5705864912832600544,train,clip_00233.mp4,1144.925,1149.727,It was like a little fist and he could punch peanuts out of his mouth with it.,neutral,0.506977
5213400096372430617,train,clip_00109.mp4,285.002,287.399,Today I'm not going to swap.,neutral,0.734492
5428998005703615382,train,clip_00265.mp4,1192.063,1200.223,"A lot of the big producers have got very extensive orchards, and they may have to concentrate their own product, but I don't think they're buying it in so much from abroad.",neutral,0.907177
5359203069156701741,train,clip_00614.mp4,2266.616,2268.866,I love it when you naturally go like that.,joy,0.903316
5648680428933273497,train,clip_00292.mp4,1394.458,1397.508,But with me it's going to be fairly much!,joy,0.488317
5638277159148895671,train,clip_00290.mp4,1511.716,1515.646,"Because I love it so much, I'm going to put a tiny bit extra in.",joy,0.974646
5525084584552992937,train,clip_00636.mp4,2897.264,2903.084,"Right, when we are riding the horse, we carry the arrows behind the bow.",neutral,0.980069
5473266663153438099,train,clip_00264.mp4,934.278,936.908,We're trying to mark the vultures with tags.,neutral,0.966339
5465503509765947292,train,clip_00317.mp4,945.596,948.313,It went right under us!,joy,0.486021
5195573834614591024,train,clip_01071.mp4,2324.751,2331.162,"Well, girls, on a personal note I have to say I'm really pleased that you've chosen this one, cos it's my favourite as well.",joy,0.976157
5392594292399446437,train,clip_00003.mp4,8.802,9.28,By Mum?,neutral,0.763069
5495968571789909080,train,clip_00495.mp4,1507.341,1510.671,I've been dead for forty years.,sadness,0.514785
5215207848107318452,train,clip_00617.mp4,2230.309,2237.784,"After three years of trying to make it work, Graeme gave up on his life in Portugal, and returned alone to the UK.",sadness,0.870824
5097975856769557081,train,clip_00299.mp4,1246.727,1247.854,Fantastic.,joy,0.500145
5667246284075937719,train,clip_00566.mp4,2170.141,2174.221,..I did it because Mark didn't want me around any more and I couldn't...,sadness,0.626226
5634183625819074081,train,clip_00221.mp4,1006.325,1013.255,"As lovely as the gardens are, I'll be honest, there's another reason I really wanted to visit Coton.",joy,0.654731
5655323884346731868,train,clip_00625.mp4,2969.065,2976.245,Because of the power of the water we can't use the engines so we're slowly letting ourselves out.,neutral,0.948751
5212610251886695418,train,clip_00641.mp4,3002.999,3004.956,I am working...,neutral,0.986913
5465503509765947292,train,clip_00325.mp4,981.456,983.516,We're going gig rowing!,joy,0.958924
5491305525763414097,train,clip_01010.mp4,2356.816,2358.537,"Yeah, it is, it must be or we wouldn't be here.",sadness,0.775001
5415651824328044556,train,clip_00583.mp4,3268.236,3271.426,There's no snag to good fishing now.,neutral,0.958374
5643487813472404032,train,clip_00387.mp4,1654.904,1657.947,That is very nice indeed.,joy,0.515095
5475374633069107138,train,clip_00463.mp4,2011.731,2015.901,"That's what we're working towards, making that thing fire up.",neutral,0.841554
5573542123606624043,train,clip_00344.mp4,842.597,845.868,And you've not answered any of my questions.,anger,0.728381
5320261030180602178,train,clip_00473.mp4,1679.41,1686.284,"The front of the house now looks stylish and expensive, benefiting from the fresh paint and the new door furniture.",joy,0.520008
5298767725341243372,train,clip_00498.mp4,2399.71,2403.347,You've never said one true thing to me that didn't hurt.,anger,0.329527
5264651082122140218,train,clip_00026.mp4,93.36,101.013,The Recipe For Success team of professionals work to THEIR orders to help realise a menu that's lovingly created by our amateurs.,joy,0.56721
5587816017884935437,train,clip_00077.mp4,414.816,416.886,It's a difficult time for local people.,sadness,0.71981
5220442983744416655,train,clip_00330.mp4,795.389,800.504,It's a spacious double fronted property with plenty of accommodation upstairs and down.,neutral,0.979379
5298767725341243372,train,clip_00103.mp4,570.191,572.229,Dolls can't have their hearts broken.,sadness,0.859274
5395198331071015431,train,clip_00520.mp4,2145.971,2148.551,"Amazing the change in the weather, isn't it?",joy,0.829495
5662056245595450852,train,clip_00675.mp4,2293.923,2295.753,You'd better be!,anger,0.583219
5597232304217903914,train,clip_00468.mp4,1656.014,1659.524,"I will crush you with my bare hands, Bite-size!",anger,0.605884
5695812111549373490,train,clip_00334.mp4,1555.017,1557.46,"It's like a golden ingot, isn't it?",joy,0.930116
5340418170727414711,train,clip_00509.mp4,1591.876,1592.337,Yes!,joy,0.946785
5165916655934790501,train,clip_00298.mp4,1074.742,1076.978,I'll say it's not the right place for me.,sadness,0.892522
5559266940771696173,train,clip_00523.mp4,2266.035,2268.285,"I tell you what, there's some big 'uns coming in here.",joy,0.460355
5703061158190159056,train,clip_00064.mp4,209.746,210.502,Ha-ha!,joy,0.934544
5518812215144144709,train,clip_00114.mp4,599.049,606.549,"As a shopkeeper I find the effects of unemployment in West Hartlepool, it's more the revealing ways.",neutral,0.902566
5657918903586977289,train,clip_00368.mp4,1669.158,1671.078,I'm a great-great-grandson.,joy,0.887584
5369597319509758843,train,clip_00354.mp4,1460.551,1463.041,The water pressure round here is now so low.,neutral,0.941642
5267613321066192461,train,clip_00082.mp4,264.1,269.491,It's about four other couples they are competing against to see if they can win this week's takings.,neutral,0.981585
5182625796703134266,train,clip_00661.mp4,1448.185,1449.363,That's beautiful.,joy,0.973068
5431766971152592232,train,clip_00004.mp4,73.013,75.773,Ravenous Amazonian piranhas.,neutral,0.916038
5273536510464108694,train,clip_00202.mp4,1008.013,1009.733,They're great birds.,joy,0.712803
5530273334543293625,train,clip_00105.mp4,468.697,470.587,This is the dining room.,neutral,0.988598
5642352653616071207,train,clip_00129.mp4,738.434,744.434,"It is, so support is essential to maintain a viable, up-to-date business.",neutral,0.98284
5505798464237263236,train,clip_00232.mp4,1369.845,1371.675,It's such hard going.,sadness,0.969058
5693977302350730773,train,clip_00366.mp4,2508.999,2512.239,"Without them, the Carter family would have perished.",sadness,0.935797
5410839313472871460,train,clip_00226.mp4,1229.563,1232.893,It's a greater economic loss.,sadness,0.890036
5217846676013982525,train,clip_00274.mp4,675.539,684.529,"They may not have made as much as they'd hoped for on the Dr Who items, but the Black Team call an antique dealer mate to get more info on their pottery.",neutral,0.973994
5691356512476501438,train,clip_00496.mp4,2291.782,2294.272,You made something happen!,anger,0.726895
5187775891987772153,train,clip_00147.mp4,867.349,871.745,"There is a sense of, when you look at them, they do look quite organic.",neutral,0.91412
5642352653616071207,train,clip_00668.mp4,3194.077,3196.327,"Now, let me guess what you're selling!",anger,0.475717
5540494927244277120,train,clip_00336.mp4,948.095,949.149,"Connection, please!",anger,0.480725
5392594292399446437,train,clip_00405.mp4,1419.598,1421.848,Good boy.,joy,0.672555
5162972455853380100,train,clip_00415.mp4,1597.658,1602.8,"How could you not go through this and not feel emotional, and take those emotions with you?",anger,0.757479
5444608064340942491,train,clip_00177.mp4,941.965,944.925,"I mean, look at the crowds there, scrapping on our...",joy,0.506901
5165003117229529276,train,clip_00064.mp4,265.231,272.591,"Suppose that when she was a dragon, she turned into a girl-eater!",anger,0.338736
5097975856769557081,train,clip_00261.mp4,1109.856,1112.836,He's exactly the same colour as the grass!,neutral,0.8269
5695812111549373490,train,clip_00171.mp4,813.492,816.402,"Look at that, a little ball of lovely.",joy,0.914078
5636428176558193976,train,clip_00106.mp4,717.062,721.942,"John Chambers, the armless wonder, would actually be a carpenter with his feet.",neutral,0.934939
5092765202446045704,train,clip_00232.mp4,665.728,666.779,"Yes, and necessary.",neutral,0.958064
5705864912832600544,train,clip_00450.mp4,2149.641,2154.331,Jenny's death was one she would never recover from.,sadness,0.863133
5543297393371696489,train,clip_00028.mp4,174.37,176.826,"When I want her to lie down, I tap her on the back.",joy,0.606273
5371839293268474130,train,clip_00562.mp4,3534.125,3543.455,Understanding the chemistry of life has brought us to the cusp of one of the most exciting scientific experiments of all time.,joy,0.74935
5473499879844400665,train,clip_00464.mp4,2135.17,2140.18,Maybe I can come up and help and do some mucking out to earn their keep.,anger,0.614586
5205225915444915787,train,clip_00728.mp4,2810.219,2812.799,"Well, I can't say I enjoy having Iris.",joy,0.91364
5473266663153438099,train,clip_00128.mp4,461.321,463.996,"It was absolutely amazing, and it started purring.",joy,0.970201
5185187315198470711,train,clip_00066.mp4,207.463,210.139,It's a Chinese water deer.,neutral,0.986722
5244545481216124785,train,clip_00131.mp4,431.876,435.193,That walnut will make these lovely shelves.,joy,0.814948
5178534840353690647,train,clip_00095.mp4,231.387,232.299,A small garden.,neutral,0.959178
5615634521061124137,train,clip_00858.mp4,3151.208,3155.18,"Thank you, everybody, that chipped in and gave so generously.",joy,0.759937
5501534849405526207,train,clip_00213.mp4,566.983,569.983,'Sarah Jane has shut me down whilst she's away.,anger,0.425679
5130309229567302144,train,clip_00037.mp4,242.41,249.643,"I'm quids out and I'm priced out, I can afford to rent around here, but no way could I afford to buy.",sadness,0.623259
5233774991732133047,train,clip_00151.mp4,1051.58,1053.937,"But Hadrian, he rebuilt the temple.",neutral,0.848397
5371839293268474130,train,clip_00229.mp4,1317.645,1321.016,So it won't develop into a proper sea urchin.,neutral,0.801642
5320261030180602178,train,clip_00427.mp4,1516.545,1517.996,Keep it black or blue.,neutral,0.982285
5269830812681118195,train,clip_00292.mp4,813.485,814.805,Problem solved!,joy,0.708362
5441295356077792877,train,clip_00458.mp4,1194.819,1199.229,And I had to leave school and go and work in a pickle factory.,sadness,0.717559
5590383978831214824,train,clip_00736.mp4,3113.981,3114.494,Whee!,joy,0.672049
5667621234720878718,train,clip_00085.mp4,461.708,465.548,"If it was the rugby, you needed to get a rugby player.",neutral,0.98818
5554648992773615363,train,clip_00092.mp4,362.176,363.545,This is a clutch.,neutral,0.984072
5189247347783383236,train,clip_00161.mp4,456.264,457.864,(Damn it. ),anger,0.775605
5491333873377793524,train,clip_00461.mp4,2232.621,2235.151,I miss my morning breakfast - eggs and bacon.,sadness,0.818619
5200034588474236194,train,clip_00520.mp4,2964.162,2971.712,"I can just draw the curtains at the end of the day, when it's all been too much, and I'm in the same place every night.",sadness,0.735256
5294323723510261601,train,clip_00722.mp4,3359.332,3360.882,No style!,anger,0.712119
5667246284075937719,train,clip_00583.mp4,2325.196,2327.841,Not a fucking...fridge.,anger,0.6584
5400803263392299697,train,clip_00465.mp4,2005.796,2007.153,A calming effect.,neutral,0.94866
5642352653616071207,train,clip_00488.mp4,2284.92,2286.938,"It was really rough, yeah.",sadness,0.764342
5407855170195608233,train,clip_00327.mp4,1283.005,1287.735,If I do the same thing with one of these...,neutral,0.48245
5581552667077172045,train,clip_00068.mp4,415.338,417.228,It'll never be the same again.,sadness,0.907036
5247150808377879765,train,clip_00345.mp4,1097.541,1100.403,It's an interview for local news.,neutral,0.990254
5549824885506748069,train,clip_00173.mp4,677.792,680.612,That's it!,anger,0.778913
5285060766712738791,train,clip_00444.mp4,1437.623,1442.099,"I love your pumpkin, the way you're growing your pumpkin up and over this structure.",joy,0.95627
5250119489772876558,train,clip_00636.mp4,3089.16,3091.397,"I haven't seen it, but people have.",neutral,0.982246
5178918810429953003,train,clip_00681.mp4,3144.49,3147.648,"And the firewomen of Bytom saying, ""Come home.""",neutral,0.967422
5247150808377879765,train,clip_00244.mp4,796.78,798.362,I'll see what I can do.,neutral,0.885818
5173306147167565041,train,clip_00081.mp4,761.446,768.84,The walkways are raised right above the garden with what look to me like holders for torches so you could see it at night.,neutral,0.986121
5236774596891661234,train,clip_00158.mp4,489.27,490.889,Do the bedrooms!,joy,0.734893
5696562012839259885,train,clip_00123.mp4,507.645,510.19,"Oh, this ground is brutal!",anger,0.892931
5615999163784553199,train,clip_00599.mp4,2744.626,2752.176,"I think using the cameras, it's been really important in proving to the people of the north-east that there is actually wildlife here.",joy,0.557903
5263161587463886788,train,clip_00628.mp4,2051.944,2053.742,This is doing my head in.,neutral,0.935386
5270924740851409904,train,clip_00501.mp4,2242.127,2252.395,"That's gonna turn into a nice habitat with lots of new growth coming out of there in a few years' time, and so a sustainable process will continue.",neutral,0.955035
5686522097288145936,train,clip_00749.mp4,3053.326,3053.97,I'm good.,joy,0.602435
5242317681679687839,train,clip_00235.mp4,1278.105,1291.694,"There's several areas, whether it's training, awarenesss and investment, and encouraging the government to allow better investment in working conditions and training is a key priority for us.",neutral,0.982293
5695433295433870198,train,clip_00446.mp4,1821.674,1823.414,It's good for me!,joy,0.991644
5501534849405526207,train,clip_00216.mp4,574.096,577.493,"Just, erm... ..look after this.",neutral,0.881119
5146258161124252727,train,clip_00055.mp4,291.663,293.029,Salmon in a light bulb!,joy,0.678202
5400803263392299697,train,clip_00269.mp4,1054.786,1056.303,"Well, here's your tenterhook.",neutral,0.969242
5686571059927561651,train,clip_00172.mp4,458.504,459.174,It's broken!,anger,0.899586
5566675759357272647,train,clip_00733.mp4,3263.198,3264.278,Excellent.,joy,0.545907
5397844889918814544,train,clip_00565.mp4,2592.789,2600.469,"'We didn't own a vehicle at that time, 'but everything escalated and now, we've got our vehicles 'and we just go to a show most weekends throughout the summer.'",anger,0.602282
5544629693065505741,train,clip_00071.mp4,309.963,311.603,They'll be broken!,anger,0.902275
5423452343931016345,train,clip_00052.mp4,493.408,499.738,"This destruction left thousands of Boer civilians, mostly women and children, homeless.",sadness,0.509475
5174107588064970127,train,clip_00246.mp4,1209.969,1217.682,"And Alex, if you even save one animal it's an amazing gift that you are giving, isn't it?",joy,0.735804
5213740257782274096,train,clip_00574.mp4,3082.28,3088.834,"As they grow up, sand being blown in in the wind actually hits the leaves and falls, and that's how the dunes form.",neutral,0.931084
5592978998071430239,train,clip_00066.mp4,376.898,380.178,It was the history of the race that really captured my imagination.,joy,0.746837
5550346723194627210,train,clip_00104.mp4,553.659,558.249,'A life without work meant a life with debt.',sadness,0.766757
5608371301900081430,train,clip_00473.mp4,1342.779,1350.419,"His superpowered eyesight helped him catch a hare from two miles away, but he needs to catch another for his family if he's going to win.",neutral,0.984976
5395198331071015431,train,clip_00630.mp4,2573.107,2573.511,Uh-huh.,neutral,0.93324
5592978998071430239,train,clip_00542.mp4,2220.29,2221.029,Really good.,joy,0.9457
5335107014135967969,train,clip_00679.mp4,2847.966,2855.086,It's incredibly fast but I'm just getting a handle on the different type of sheep and lambs.,neutral,0.98549
5237145682066035838,train,clip_00024.mp4,148.584,150.418,Just a fantastic panorama.,joy,0.927271
5320261030180602178,train,clip_00175.mp4,635.367,643.278,"Chris Holloway, who recently separated from her husband, currently lives here with her two children and is looking to sell up and move on with her life.",sadness,0.694869
5418254575339619006,train,clip_00024.mp4,182.36,185.46,They seem to have a piece of rope.,neutral,0.890267
5640377398189877979,train,clip_00009.mp4,96.423,104.723,"Every different ecosystem, whether it's the jungle, the desert or the ocean, has to have loads of different animals all playing their own special part.",neutral,0.948211
5667580003022578977,train,clip_00151.mp4,803.456,805.15,A lot of fingers crossed.,joy,0.835347
5676133000895841221,train,clip_00428.mp4,2305.459,2316.019,"And I decided, because they were so lovely, that I'd give them a chance and hand-rear them, so now, I'm feeding them on a bottle and that's where this lovely lady comes in.",neutral,0.689929
5706965282623643638,train,clip_00444.mp4,1476.001,1476.302,Yes.,neutral,0.956742
5428307374974687947,train,clip_00328.mp4,982.639,983.499,I like being a...,joy,0.563452
5182625796703134266,train,clip_00976.mp4,2093.716,2099.15,"Janet, this lump of fun here is eating in massively to your lounge.",joy,0.799948
5603759795481130757,train,clip_00625.mp4,1635.419,1636.499,Yes.,neutral,0.956742
5431596890414427757,train,clip_00167.mp4,716.324,720.724,The amazing shell collection at A La Ronde.,joy,0.882426
5556866483583172215,train,clip_00461.mp4,1300.334,1302.611,"I'm really, really sorry for accusing you.",sadness,0.988319
5358098833064900032,train,clip_00216.mp4,538.605,539.76,Then they'd have stayed!,anger,0.544885
5608975603765396832,train,clip_00407.mp4,1232.329,1234.999,Paige has made you a little surprise.,joy,0.727797
5408254602166392010,train,clip_00612.mp4,1992.311,1996.324,"I know I can do better, but it's is just...",sadness,0.511688
5683925789557713461,train,clip_00203.mp4,1085.634,1089.524,"It's wonderful, but it is a very emotional time.",joy,0.836392
5535496873768694908,train,clip_00188.mp4,751.99,753.727,"Why, do you think?",neutral,0.681333
5320261030180602178,train,clip_00770.mp4,2716.382,2721.1,"Outside, the garden has been de-cluttered, making the most of the space.",neutral,0.905447
5392645832019267631,train,clip_00040.mp4,202.65,207.33,But a sudden storm ended Nick's incredible unbeaten run.,sadness,0.542879
5340449094491945604,train,clip_00219.mp4,921.631,924.021,They're just trying to make you angry.,anger,0.607357
5408597340544357103,train,clip_00134.mp4,634.024,641.334,"Cos there's quite a mound there, and there's a lot of logs behind us, but there are a few buildings involved as well.",neutral,0.962692
5231554923132635211,train,clip_00036.mp4,175.057,184.044,"There's also been times when there's been eight, nine, sometimes ten medical staff working on her trying to bring her back.",neutral,0.90223
5210417242415566320,train,clip_00320.mp4,2132.042,2132.543,I just...,neutral,0.947232
5452175367252998288,train,clip_00267.mp4,886.154,886.811,Jump!,joy,0.642217
5236774596891661234,train,clip_00254.mp4,764.72,766.914,"Oh, I feel sorry for you, mate.",sadness,0.970858
5294328876640779519,train,clip_00388.mp4,1801.75,1804.427,We'd go out and sing out little ditty at the houses.,joy,0.865472
5244545481216124785,train,clip_00372.mp4,1076.145,1083.737,'There's not much time left to work today and the guys want another go at the game of being Nick Knowles.',neutral,0.687846
5636779933549507799,train,clip_00210.mp4,1224.491,1227.319,"And a name, William Sharp.",neutral,0.989519
5643487813472404032,train,clip_00080.mp4,390.217,391.595,Great taste.,joy,0.688941
5433503855906118746,train,clip_00022.mp4,70.989,76.709,"I'd like you to introduce you to your new French teacher, Mademoiselle Duquette.",joy,0.704114
5696562012839259885,train,clip_00156.mp4,630.283,638.583,"Hatfield House in Hertfordshire is, for me, a fine example of this new passion for the aesthetic.",neutral,0.825087
5636779933549507799,train,clip_00166.mp4,1035.648,1039.759,"Get that arm in, pulled right up, done like an expert.",neutral,0.830683
5285418966985225278,train,clip_00041.mp4,275.93,285.998,"One of the best things about being a gardener is finding new plants and I've been doing this for a long time now and it is really exciting when you go into a nursery and think, ""Never met that plant!""",joy,0.975794
5581521743312640843,train,clip_00196.mp4,709.926,713.016,"Well, it was my first time, so it felt like the end of the world.",sadness,0.963865
5709914636665810595,train,clip_00004.mp4,45.864,55.144,"Love is in the air, and with Valentine's Day just a couple of days away, I'm going to be meeting some hopeful singles taking part in speed-date walking.",joy,0.949491
5590023201578350783,train,clip_00360.mp4,1990.146,1991.686,"Hi, Kenny.",neutral,0.990124
5656469352136813499,train,clip_00086.mp4,571.293,581.133,"I'd really like to speak to one of the single mums who was in the workhouse, to find out what it was like to be separated from her children, and the rest of the world.",sadness,0.947617
5184827826435795387,train,clip_00615.mp4,1411.074,1412.801,"Think I'm doing well here, aren't I?",joy,0.9135
5179296338055272019,train,clip_01003.mp4,2393.7,2400.052,And it looks like the dining room is a fine place for Sarah to get physical with that Pilates ball.,neutral,0.894754
5531773137123059523,train,clip_00020.mp4,110.901,116.671,We've found a land of contrasts as we've journeyed through our nation's hidden heart.,neutral,0.967018
5220817935219567388,train,clip_00485.mp4,2435.885,2440.335,You can open your door here and it's all your own people around.,neutral,0.90308
5477592124684034442,train,clip_00013.mp4,132.913,135.253,All of them were walking home alone.,sadness,0.569634
5632914463821717580,train,clip_00175.mp4,694.603,696.663,And let's draw!,joy,0.914803
5602655559389329153,train,clip_01056.mp4,3147.878,3149.403,"Shut your face, you lot!",anger,0.766255
5165546859250604708,train,clip_00230.mp4,1083.965,1085.041,It's great fun.,joy,0.95604
5504133734116336199,train,clip_00167.mp4,500.518,501.925,You didn't make me.,anger,0.619522
5418254575339619006,train,clip_00217.mp4,1433.908,1435.828,It didn't work so well.,sadness,0.822224
5365914814550168104,train,clip_00381.mp4,949.919,952.349,I was so sorry to hear about that.,sadness,0.962094
5323236154026541893,train,clip_00422.mp4,2915.271,2920.228,But...hope springs eternal in the human breast.,joy,0.710994
5592613066857811000,train,clip_00539.mp4,2528.472,2532.132,"When she died, she left everything - all of her estate - to the National Trust.",sadness,0.925582
5477592124684034442,train,clip_00200.mp4,834.409,835.051,"Sorry, love.",sadness,0.771272
5330646261102337888,train,clip_00204.mp4,633.228,638.758,'Time for me to escape and catch up with Lisa to find out how her illness has changed her life.,sadness,0.600449
5443895529278791456,train,clip_00288.mp4,862.71,865.465,"Anyway, I thought you were meant to be scared of me.",neutral,0.613672
5537897331023655961,train,clip_00014.mp4,59.672,62.812,Today's show is all about how animals work together.,neutral,0.977382
5569315875766374202,train,clip_00578.mp4,1982.379,1985.049,"I'd be in prison, or I'd be dead.",sadness,0.918504
5244545481216124785,train,clip_00181.mp4,562.255,564.254,"Well, be nice then!",anger,0.797037
5244545481216124785,train,clip_00112.mp4,379.93,382.447,Because I'm a romantic.,neutral,0.887481
5290985244600842835,train,clip_00313.mp4,1129.806,1138.039,"There's a meadow on top of this building and I'll be able to sit down here, and the windows are here, looking out across the meadow and across the pool.",neutral,0.955032
5493372264059476923,train,clip_00521.mp4,1596.846,1598.18,We have the key!,joy,0.742287
5518812215144144709,train,clip_00354.mp4,1521.683,1522.049,Yes.,neutral,0.956742
5291727414949591706,train,clip_00173.mp4,587.01,590.328,This isn't some sort of dodgy bar that you chain your horse up on!,anger,0.815655
5581521743312640843,train,clip_00170.mp4,655.59,657.23,"You against me, Marth.",anger,0.950767
5291344733363517876,train,clip_00133.mp4,432.573,434.13,You wanted a woodland garden!,joy,0.41515
5221198038995053656,train,clip_00056.mp4,158.214,160.992,Modern is OK because it's less maintenance.,neutral,0.982666
5141035910389041992,train,clip_00022.mp4,116.606,120.564,What does chilli do to us that makes us enjoy it so much and want more?,joy,0.570735
5294294087405681939,train,clip_00309.mp4,1050.555,1053.153,"Yeah, but not in the next four minutes!",anger,0.515007
5217838945072849727,train,clip_00499.mp4,1351.387,1352.644,See you in the morning.,neutral,0.991203
5559266940771696173,train,clip_00055.mp4,283.449,285.072,This is the coherer receiver.,neutral,0.983154
5683973463706940711,train,clip_00404.mp4,1016.485,1023.285,"Nelson, for your Grampy, will you bring these evil bastard beagles to justice?",anger,0.943895
5595592056174318077,train,clip_00733.mp4,2707.998,2708.538,Fantastic.,joy,0.500145
5676133000895841221,train,clip_00645.mp4,3165.542,3166.097,You do!,anger,0.782569
5449807123082955341,train,clip_00769.mp4,2816.549,2819.079,"That's a difficult one, that one.",sadness,0.505716
5374043899151311144,train,clip_00247.mp4,1317.813,1327.843,"We know from the nest that the eagles are feeding well enough, which promises well for their future, but still no sign of the birds until...finally.",neutral,0.912455
5602806312774653652,train,clip_00165.mp4,484.247,485.34,Thanks very much.,joy,0.757254
5505798464237263236,train,clip_00117.mp4,706.865,709.395,Col de la Traversette.,neutral,0.982755
5294294087405681939,train,clip_00400.mp4,1578.436,1580.193,Sorry...,sadness,0.811325
5518812215144144709,train,clip_00098.mp4,526.999,529.949,"If your husband got a job, would you stop working?",anger,0.539907
5505798464237263236,train,clip_00080.mp4,476.331,478.901,There was no place to shelter from the falling rocks.,neutral,0.714618
5384828562861767575,train,clip_00161.mp4,1163.67,1173.42,Indeed industry disappeared so long ago that a generation has grown up having nothing witnessed nothing of it but its relics.,neutral,0.818377
5216001558063619812,train,clip_00351.mp4,815.13,816.226,I like it.,joy,0.785147
5632543378647343171,train,clip_00031.mp4,173.381,174.009,Me!,joy,0.825393
5252717085993469491,train,clip_00220.mp4,1075.437,1080.112,"They do appreciate good, quality food, and a good service.",neutral,0.732408
5086465773912997411,train,clip_00038.mp4,218.505,219.705,It was quite exciting.,joy,0.970491
