sample_id,gold_label,telme_pred,emotrans_pred,eanwh_pred,telme_correct,emotrans_correct,eanwh_correct,sd_id,dialogue_idx,utterance_idx,frame_dir,txt_file,prev_speaker,prev_emotion_jp,prev_emotion_anjs,prev_text,curr_speaker,curr_emotion_jp,curr_text
SD02-34-04J,J,J,N,S,1,0,0,SD02,34,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-34-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-34.txt,男子生徒,平静,N,まあ、通算1勝15敗なんだけどね。,講師,喜び,初めて勝てたことが大事じゃん。自信が持てたから、今後勝率が上がっていくんじゃない？
SD02-35-01J,J,J,J,N,1,1,0,SD02,35,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-35-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-35.txt,,,,,男子生徒,喜び,先生!俺らのクラス、優勝したよ!
SD02-35-03J,J,J,J,N,1,1,0,SD02,35,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-35-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-35.txt,講師,喜び,J,えーすごいじゃん!自主連頑張ってたもんね!,男子生徒,喜び,そうなんだよー！クラスも一致団結してさぁ！
SD02-35-04J,J,J,J,A,1,1,0,SD02,35,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-35-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-35.txt,男子生徒,喜び,J,そうなんだよー！クラスも一致団結してさぁ！,講師,喜び,いいなぁ。一生の思い出になるよ。私も学生のころに戻りたい！うらやましいー。
SD02-36-01J,J,J,N,N,1,0,0,SD02,36,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-36-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-36.txt,,,,,男子生徒,喜び,この前の対抗戦、やっと勝てた。
SD02-36-03J,J,J,N,N,1,0,0,SD02,36,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-36-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-36.txt,講師,喜び,J,ずっと負けが続いていたもんね！,男子生徒,喜び,そう。でも今回は気合入ってたから。
SD02-37-01J,J,J,J,N,1,1,0,SD02,37,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-37-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-37.txt,,,,,男子生徒,喜び,先生！明日、部活のみんなで祝勝会なんだー！
SD02-37-02J,J,J,J,S,1,1,0,SD02,37,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-37-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-37.txt,男子生徒,喜び,J,先生！明日、部活のみんなで祝勝会なんだー！,講師,喜び,そうなんだ！おめでとう！部活ってバスケットボールだったよね。
SD02-37-03J,J,J,J,N,1,1,0,SD02,37,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-37-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-37.txt,講師,喜び,J,そうなんだ！おめでとう！部活ってバスケットボールだったよね。,男子生徒,喜び,うん！地区予選勝ち上がったから、その祝勝会！朝練も頑張ったし、試合で勝てたのが本当に嬉しい！
SD02-38-01J,J,J,J,N,1,1,0,SD02,38,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-38-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-38.txt,,,,,男子生徒,喜び,先生、本当に良かったですよ。
SD02-38-03J,J,J,N,N,1,0,0,SD02,38,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-38-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-38.txt,講師,喜び,J,あなたがいきいきする姿を見て、私も頑張れるよ。,男子生徒,喜び,僕も頑張れますよ。
SD02-39-01J,J,J,J,N,1,1,0,SD02,39,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-39-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-39.txt,,,,,男子生徒,喜び,バスケ部に入ってから目標にしていた、インターハイ出場が、ついに達成できたよ！
SD02-40-01J,J,J,N,N,1,0,0,SD02,40,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-40-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-40.txt,,,,,男子生徒,喜び,高校に入ってから、初めて勝てたよ。
SD02-40-03J,J,J,J,N,1,1,0,SD02,40,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-40-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-40.txt,講師,喜び,J,やったね！嬉しかったでしょ？,男子生徒,喜び,めちゃくちゃ嬉しくて、みんなに電話しちゃったよ！
SD02-41-01J,J,J,J,N,1,1,0,SD02,41,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-41-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-41.txt,,,,,男子生徒,喜び,先生、僕、来月の県大会に出ることになりました！昨日の区主催の柔道の大会で優勝したんです！
SD02-41-03J,J,J,N,N,1,0,0,SD02,41,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-41-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-41.txt,講師,喜び,J,わぁ！おめでとう！頑張って練習を続けた甲斐があるね！勉強も部活も両方頑張って、本当にすごいと思うわ！感心しちゃう！,男子生徒,喜び,部活の練習で疲れちゃって、勉強の方はなかなか集中できないでいたんだけど、ここの塾で先生に教えてもらうようになって、勉強にも興味がでてきました。
SD02-42-01J,J,J,J,N,1,1,0,SD02,42,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-42-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-42.txt,,,,,男子生徒,喜び,先生、工学部の全国大会決まったんですよ！ほっとしました。
SD02-43-01J,J,J,J,N,1,1,0,SD02,43,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-43-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-43.txt,,,,,男子生徒,喜び,こないだ部活の選考会があって、大会で選手になれました！手ごたえなかったぶん余計に嬉しいです！
SD02-44-01J,J,J,J,N,1,1,0,SD02,44,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-44-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-44.txt,,,,,男子生徒,喜び,県大会で、優勝したぞ！
SD02-44-03J,J,J,J,N,1,1,0,SD02,44,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-44-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-44.txt,講師,喜び,J,さすがね！必死に練習へ打ち込んでいたものね！,男子生徒,喜び,きつい練習に耐えた自分を褒めたいよ。
SD02-45-01J,J,J,J,N,1,1,0,SD02,45,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-45-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-45.txt,,,,,男子生徒,喜び,ついに12秒を切ったよ！
SD02-46-01J,J,J,J,N,1,1,0,SD02,46,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-46-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-46.txt,,,,,男子生徒,喜び,このあいだの絵、入賞したんだ！
SD02-46-02J,J,J,J,A,1,1,0,SD02,46,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-46-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-46.txt,男子生徒,喜び,J,このあいだの絵、入賞したんだ！,講師,喜び,そうなの？すごいじゃない！
SD02-46-03J,J,J,J,N,1,1,0,SD02,46,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-46-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-46.txt,講師,喜び,J,そうなの？すごいじゃない！,男子生徒,喜び,頑張ってかいた甲斐があったよ。
SD02-47-01J,J,J,J,N,1,1,0,SD02,47,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-47-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-47.txt,,,,,男子生徒,喜び,あー、マジで嬉しい！
SD02-47-03J,J,J,J,N,1,1,0,SD02,47,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-47-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-47.txt,講師,喜び,J,どうしたの？めっちゃ嬉しそうじゃん。何があったの？,男子生徒,喜び,大会の予選通過して、本選に行けることになったんだ！
SD02-48-01J,J,J,J,N,1,1,0,SD02,48,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-48-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-48.txt,,,,,男子生徒,喜び,こんないい結果残せたの初めてだ！嬉しすぎる！
SD02-48-03J,J,J,J,N,1,1,0,SD02,48,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-48-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-48.txt,講師,喜び,J,やったね！凄いじゃん！練習頑張ってたもんね！,男子生徒,喜び,うん！でも先生の応援のおかげでもあるよ！
SD02-49-01J,J,J,J,N,1,1,0,SD02,49,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-49-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-49.txt,,,,,男子生徒,喜び,先生、今日はありがとうございました！
SD02-49-03J,J,J,N,N,1,0,0,SD02,49,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-49-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-49.txt,講師,喜び,J,よく頑張ったね！,男子生徒,喜び,練習の成果が出せたと思います。
SD02-50-01J,J,J,J,N,1,1,0,SD02,50,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-50-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-50.txt,,,,,男子生徒,喜び,準決勝、進出でーっす！
SD02-50-03J,J,J,J,N,1,1,0,SD02,50,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-50-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-50.txt,講師,喜び,J,新聞見たよ！すごかったね！,男子生徒,喜び,あ、気にしてくれてた？ありがとう！
SD02-51-01J,J,J,J,N,1,1,0,SD02,51,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-51-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-51.txt,,,,,男子生徒,喜び,最後のバッターボックスで、ホームランだった！
SD02-51-03J,J,J,J,N,1,1,0,SD02,51,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-51-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-51.txt,講師,喜び,J,おめでとう！練習の成果が出たね！,男子生徒,喜び,うん！次回も、ホームランを打つよ！
SD02-52-01J,J,J,J,N,1,1,0,SD02,52,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-52-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-52.txt,,,,,男子生徒,喜び,これまでの努力が報われて、本当に嬉しい。
SD02-52-03J,J,J,J,N,1,1,0,SD02,52,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-52-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-52.txt,講師,喜び,J,今まで頑張ってる様子をずっと見てきたから、私も嬉しいよ。,男子生徒,喜び,これからももっと頑張ります！
SD02-52-04J,J,J,J,N,1,1,0,SD02,52,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-52-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-52.txt,男子生徒,喜び,J,これからももっと頑張ります！,講師,喜び,常に向上心を持つのは素晴らしいことだし、応援してるよ！
SD02-53-01J,J,J,J,N,1,1,0,SD02,53,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-53-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-53.txt,,,,,男子生徒,喜び,先生！やったぜ！
SD02-53-03J,J,J,J,N,1,1,0,SD02,53,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-53-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-53.txt,講師,喜び,J,その顔だと、この前の大会、いい結果出せたの？,男子生徒,喜び,優勝だよ！優勝！
SD02-53-04J,J,J,J,N,1,1,0,SD02,53,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-53-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-53.txt,男子生徒,喜び,J,優勝だよ！優勝！,講師,喜び,すごい！強豪ぞろいの大会だったんでしょう？
SD02-54-01J,J,J,J,N,1,1,0,SD02,54,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-54-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-54.txt,,,,,男子生徒,喜び,先生ー！僕ら、勝ちましたよ！
SD02-54-03J,J,J,N,N,1,0,0,SD02,54,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-54-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-54.txt,講師,喜び,J,知ってるよ！テレビ見てたもん。大活躍だったじゃない。,男子生徒,喜び,いやー、それほどでも…、あるかな。
SD02-55-01J,J,J,J,N,1,1,0,SD02,55,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-55-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-55.txt,,,,,男子生徒,喜び,褒めてくださいよ！コンクールで準優勝したんです！
SD02-55-03J,J,J,J,N,1,1,0,SD02,55,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-55-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-55.txt,講師,喜び,J,おめでとう！コンクールに向けて熱心に練習してたから、その結果は当然だと思うよ！,男子生徒,喜び,これまでは三位が最高だったから、今回初めて準優勝で、みんな大喜びしてるんです。
SD02-56-01J,J,J,J,N,1,1,0,SD02,56,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-56-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-56.txt,,,,,男子生徒,喜び,頑張れば報われるんだね！
SD02-56-03J,J,J,J,N,1,1,0,SD02,56,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-56-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-56.txt,講師,喜び,J,本当そうだね！,男子生徒,喜び,途中しんどかったけど、辞めなくてよかった！
SD02-57-01J,J,J,J,N,1,1,0,SD02,57,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-57-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-57.txt,,,,,男子生徒,喜び,サッカーの試合で、ハットトリックしたよ！
SD02-57-02J,J,J,J,N,1,1,0,SD02,57,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-57-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-57.txt,男子生徒,喜び,J,サッカーの試合で、ハットトリックしたよ！,講師,喜び,凄いじゃない。
SD02-57-03J,J,J,N,N,1,0,0,SD02,57,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-57-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-57.txt,講師,喜び,J,凄いじゃない。,男子生徒,喜び,次回も、出来るかな？
SD02-58-01J,J,J,J,N,1,1,0,SD02,58,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-58-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-58.txt,,,,,男子生徒,喜び,あ、先生！こんにちは。
SD02-58-03J,J,J,J,N,1,1,0,SD02,58,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-58-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-58.txt,講師,平静,N,あら、今日はやたらと元気ね。何かあったの？,男子生徒,喜び,バスケットの大会で、優勝したんだ！
SD02-58-04J,J,J,J,A,1,1,0,SD02,58,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-58-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-58.txt,男子生徒,喜び,J,バスケットの大会で、優勝したんだ！,講師,喜び,それはおめでとう！凄い！やるじゃない！
SD02-59-01J,J,J,J,N,1,1,0,SD02,59,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-59-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-59.txt,,,,,男子生徒,喜び,書道で入選したよ！
SD02-59-03J,J,J,J,N,1,1,0,SD02,59,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-59-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-59.txt,講師,喜び,J,おめでとう！練習した甲斐があったね！,男子生徒,喜び,次回も、入選を目指すよ！
SD02-60-01J,J,J,J,N,1,1,0,SD02,60,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-60-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-60.txt,,,,,男子生徒,喜び,先生！僕、コンクールで入賞しましたよ。
SD02-60-03J,J,J,J,N,1,1,0,SD02,60,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-60-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-60.txt,講師,喜び,J,おめでとう！頑張ったかいがあったね。,男子生徒,喜び,はい、本当に嬉しいです！
SD03-21-03J,J,J,N,N,1,0,0,SD03,21,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD03-21-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD03/txt/SD03-Dialogue-21.txt,講師,平静,N,そうよ？それが仕事だからね！その代わり、ちゃんとしていたら内申点もアップするから。,男子生徒,喜び,そっかー。なら、ちゃんとした方が得なんだ。
SD03-27-04N,N,N,N,J,1,1,0,SD03,27,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD03-27-04N,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD03/txt/SD03-Dialogue-27.txt,男子生徒,怒り,A,全部で4人かな。で、注意されたのが俺だけ！,講師,平静,たまたまだよ、そんなの。誰かを注意しておかなくちゃいけないから、たまたま選ばれただけ。
SD03-53-03J,J,J,J,N,1,1,0,SD03,53,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD03-53-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD03/txt/SD03-Dialogue-53.txt,講師,平静,N,私は、かっこいいし清潔感あると思うけどなあ。,男子生徒,喜び,そう！清潔感なんですよ！大事なのは！
SD04-06-03J,J,J,N,N,1,0,0,SD04,6,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-06-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-06.txt,講師,平静,N,どうしたの？私が聞いてあげちゃうよ？,男子生徒,喜び,先生、マジ天使。うちのあの顧問とは違うわ。
SD04-11-03J,J,J,N,N,1,0,0,SD04,11,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-11-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-11.txt,講師,平静,N,すごい、頑張ったね。みんなの代わりに耐えたんだね。,男子生徒,喜び,まあ、俺しかいないっしょ。あいつからの激昂に耐えられるの。
SD04-20-03J,J,J,N,N,1,0,0,SD04,20,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-20-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-20.txt,講師,平静,N,そんなことないわ。伸びしろがあるから注意されたんだよ。,男子生徒,喜び,そうなの？俺に？
SD04-22-03J,J,J,A,N,1,0,0,SD04,22,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-22-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-22.txt,講師,平静,N,気にしないのも手。反省したいなら、反省して改心するのもよし。,男子生徒,喜び,じゃあ気にしない！
SD04-51-04N,N,N,N,J,1,1,0,SD04,51,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-51-04N,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-51.txt,男子生徒,悲しみ,S,また同じミスを試合中にやってしまったんだ。同じような場面がこれまでもあって、顧問の先生から注意を受けていたのに、同じことをやって、また怒られてしまった。,講師,平静,そうだったの。それは自分に対しても怒ったり、悲しい気持ちになったりするよね。同じことを繰り返してしまったことに気づいたってことは、修正しようがあったんじゃないのかな。試合に出られないという気持ちがあるかもしれないけれど、そのほかに注意されていることはないかな？今回注意されていることでもいいし、ほかのことでも、ミスを少しでも減らせそうなことがあれば教えてほしいな。私、専門じゃないけど、一緒に考えてあげるから。
SD05-20-04N,N,N,N,J,1,1,0,SD05,20,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD05-20-04N,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD05/txt/SD05-Dialogue-20.txt,男子生徒,悲しみ,S,先生、実は今回のテストなんだけど、山張って勉強した部分が見事に全部はずれちゃって、点数が散々で…。,講師,平静,なるほど。そういうことね。特定の部分を勉強するのはいいことだけど、そこしかやらないと、やっぱり確実性はないよね…。でも、次からはしっかり勉強する気持ちになれた？これでもう山を張ってなんてしないで勉強に取り組めるわね！
SD05-37-03J,J,J,N,N,1,0,0,SD05,37,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD05-37-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD05/txt/SD05-Dialogue-37.txt,講師,平静,N,そうかなあ？前のテストに比べて間違いの内容はいいから、そんなに落ち込む必要はないと思うな。,男子生徒,喜び,ほんとに？今度は点数につながるように、頑張ってみるよ。
SD07-01-02J,J,J,J,N,1,1,0,SD07,1,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-01-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-01.txt,女子生徒,喜び,J,テスト良かったー！,講師,喜び,今回は、すごく頑張っていたもんね！
SD07-01-04J,J,J,J,N,1,1,0,SD07,1,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-01-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-01.txt,女子生徒,平静,N,うん！先生が言ったように、毎日決めた通りに勉強したよ！,講師,喜び,ちゃんと実行できたのがすごい！よくやったね！
SD07-02-02J,J,J,N,N,1,0,0,SD07,2,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-02-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-02.txt,女子生徒,喜び,J,ちょー、嬉しい！こんなにいい点数取れたなんて。,講師,喜び,勉強、頑張っていたもんね！
SD07-02-04J,J,J,J,N,1,1,0,SD07,2,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-02-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-02.txt,女子生徒,喜び,J,本当？先生が言ってくれると、励みになる！,講師,喜び,きっと、天の神様も味方してくれたと思うよ！
SD07-03-02J,J,J,N,N,1,0,0,SD07,3,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-03-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-03.txt,女子生徒,喜び,J,自分でもびっくりしちゃったんだけど、英語が100点だったの！,講師,喜び,え！凄いじゃん！手ごたえあったんじゃない？
